id	accession	organism_code	organism_name	order	uniprot_length	module_len	tail_len	total_len
A0A2P8PZA9_9ACTN/2-64	A0A2P8PZA9	9ACTN	Streptomyces dioscori	Kitasatosporales	83	32	31	63
D2S5N9_GEOOG/2-71	D2S5N9	GEOOG	Geodermatophilus obscurus (strain ATCC 25078 / DSM 43160 / JCM 3152 / CCUG 61914 / KCC A-0152 / KCTC 9177 / NBRC 13315 / NRRL B-3577 / G-20)	Geodermatophilales	73	32	38	70
A0A1I3RX57_9PSEU/2-61	A0A1I3RX57	9PSEU	Amycolatopsis sacchari	Pseudonocardiales	61	32	28	60
A0A1Q5PZW7_9ACTO/2-62	A0A1Q5PZW7	9ACTO	Bowdeniella nasicola	Actinomycetales	62	32	29	61
A0A1C5GZB6_9ACTN/2-69	A0A1C5GZB6	9ACTN	Micromonospora siamensis	Micromonosporales	72	32	36	68
A0A2N6PHX5_9MICO/2-64	A0A2N6PHX5	9MICO	Brevibacterium luteolum	Micrococcales	71	32	31	63
A0A1F1L015_9CORY/4-68	A0A1F1L015	9CORY		None		32	33	65
A0A1Q2CVH6_9ACTN/2-71	A0A1Q2CVH6	9ACTN	Tessaracoccus flavescens	Propionibacteriales	73	32	38	70
A0A0C2B298_9ACTN/2-65	A0A0C2B298	9ACTN		None		32	32	64
A0A0T2KZF5_9MICO/2-59	A0A0T2KZF5	9MICO		None		32	26	58
A0A7D4TJN2_9MICO/2-71	A0A7D4TJN2	9MICO	Aquiluna borgnonia	Micrococcales	72	32	38	70
A0A934U8H1_9NOCA/2-67	A0A934U8H1	9NOCA		None		32	34	66
A0A0Q5N4X6_9MICO/2-63	A0A0Q5N4X6	9MICO		None		32	30	62
A0A916T5D0_9ACTN/2-63	A0A916T5D0	9ACTN	Gordonia jinhuaensis	Mycobacteriales	64	32	30	62
A0A516Q4Q5_9ACTN/2-72	A0A516Q4Q5	9ACTN	Microlunatus elymi	Propionibacteriales	74	32	39	71
A0A2N9JAP4_9ACTN/2-69	A0A2N9JAP4	9ACTN	Micropruina glycogenica	Propionibacteriales	76	32	36	68
A0A917ESM7_9MICC/20-77	A0A917ESM7	9MICC	Nesterenkonia cremea	Micrococcales	77	32	26	58
A0AA95FRD8_9ACTN/2-58	A0AA95FRD8	9ACTN		None		32	25	57
A0A419HQT8_9PSEU/2-61	A0A419HQT8	9PSEU		None		32	28	60
A0A934MEK0_9MICO/2-67	A0A934MEK0	9MICO	Sanguibacter suaedae	Micrococcales	68	32	34	66
A0A7X5R1F8_9MICO/2-59	A0A7X5R1F8	9MICO	Lysinibacter cavernae	Micrococcales	59	32	26	58
A0A6N4VH47_9MYCO/2-61	A0A6N4VH47	9MYCO	Mycolicibacterium poriferae	Mycobacteriales	61	32	28	60
A0A0A0BWM7_9CELL/2-63	A0A0A0BWM7	9CELL	Cellulomonas carbonis T26	Micrococcales	64	32	30	62
A0A1L7CP31_CORFL/2-63	A0A1L7CP31	CORFL	Corynebacterium flavescens	Mycobacteriales	64	32	30	62
A0A5N5RMF7_9BIFI/2-89	A0A5N5RMF7	9BIFI	Bifidobacterium jacchi	Bifidobacteriales	136	32	56	88
A0A384ING8_9ACTN/2-65	A0A384ING8	9ACTN		None		32	32	64
A0A061M0A5_9MICO/2-70	A0A061M0A5	9MICO		None		32	37	69
S5SWP3_9CORY/2-72	S5SWP3	9CORY	Corynebacterium maris DSM 45190	Mycobacteriales	76	32	39	71
A0A7M2BXZ5_9MICC/2-69	A0A7M2BXZ5	9MICC		None		32	36	68
A0A562V1U2_9ACTN/2-69	A0A562V1U2	9ACTN	Stackebrandtia albiflava	Glycomycetales	70	32	36	68
A0A506Y5U7_9MICO/2-63	A0A506Y5U7	9MICO		None		32	30	62
A0A839RY17_9PSEU/2-62	A0A839RY17	9PSEU	Prauserella isguenensis	Pseudonocardiales	62	32	29	61
A0A4R1AJE5_9ACTN/2-57	A0A4R1AJE5	9ACTN		None		32	24	56
A0A7J5BET9_9MICO/2-75	A0A7J5BET9	9MICO	Gulosibacter chungangensis	Micrococcales	82	32	42	74
A0A4V6X7J4_9ACTN/2-70	A0A4V6X7J4	9ACTN		None		32	37	69
A0A967B6B5_9MICO/2-65	A0A967B6B5	9MICO	Metallococcus carri	Micrococcales	65	32	32	64
A0A8J3CIP9_9PSEU/2-64	A0A8J3CIP9	9PSEU	Longimycelium tulufanense	Pseudonocardiales	64	32	31	63
A0A239VUS3_9MICO/35-97	A0A239VUS3	9MICO	Dermatophilus congolensis	Micrococcales	101	32	31	63
A0A077LV41_9MICO/2-65	A0A077LV41	9MICO	Nostocoides japonicum T1-X7	Micrococcales	68	32	32	64
A0A3B7DKB1_9ACTN/2-56	A0A3B7DKB1	9ACTN		None		32	23	55
A0A285E9B1_9ACTN/2-71	A0A285E9B1	9ACTN	Geodermatophilus sabuli	Geodermatophilales	72	32	38	70
A0A2S9PUK9_9ACTN/2-64	A0A2S9PUK9	9ACTN	Streptomyces solincola	Kitasatosporales	86	32	31	63
A0A1W0B9M5_9NOCA/2-69	A0A1W0B9M5	9NOCA	Nocardia donostiensis	Mycobacteriales	69	32	36	68
A0A378YGS8_9NOCA/2-70	A0A378YGS8	9NOCA	Nocardia otitidiscaviarum	Mycobacteriales	70	32	37	69
A0A316TF53_9ACTN/2-57	A0A316TF53	9ACTN	Nocardioides silvaticus	Propionibacteriales	57	32	24	56
A0A916Y0X9_9MICO/2-60	A0A916Y0X9	9MICO	Microbacterium faecale	Micrococcales	61	32	27	59
A0A852VW48_9MICO/2-62	A0A852VW48	9MICO	Janibacter cremeus	Micrococcales	63	32	29	61
A0A1C5EUC8_9ACTN/2-64	A0A1C5EUC8	9ACTN		None		32	31	63
A0A2A9DVL8_9MICO/2-63	A0A2A9DVL8	9MICO	Paramicrobacterium agarici	Micrococcales	63	32	30	62
A0A7Y0PUS1_9PSEU/2-61	A0A7Y0PUS1	9PSEU		None		32	28	60
A0A7H2BKU2_9MICC/2-69	A0A7H2BKU2	9MICC	Rothia amarae	Micrococcales	71	32	36	68
A0A4R6SN13_LABRH/2-58	A0A4R6SN13	LABRH	Labedaea rhizosphaerae	Pseudonocardiales	58	32	25	57
A0A975MZE2_9PSEU/2-61	A0A975MZE2	9PSEU		None		32	28	60
A0A1C6TYK9_9ACTN/2-67	A0A1C6TYK9	9ACTN	Micromonospora yangpuensis	Micromonosporales	71	32	34	66
A0AA37UH57_9MICO/2-64	A0AA37UH57	9MICO	Arenivirga flava	Micrococcales	68	32	31	63
A0A0T2IHB2_9MICO/2-63	A0A0T2IHB2	9MICO		None		32	30	62
A0A0K9ETS3_9ACTO/2-82	A0A0K9ETS3	9ACTO	Actinobaculum suis	Actinomycetales	82	32	49	81
A0A2T0S172_9ACTN/2-69	A0A2T0S172	9ACTN	Pseudosporangium ferrugineum	Micromonosporales	71	32	36	68
A0A1H2CRJ3_9ACTN/2-68	A0A1H2CRJ3	9ACTN	Actinoplanes derwentensis	Micromonosporales	76	32	35	67
A0A1Q4YX52_9PSEU/2-61	A0A1Q4YX52	9PSEU		None		32	28	60
A0A542UVD3_9CELL/2-63	A0A542UVD3	9CELL		None		32	30	62
A0A143QM46_RHOFA/2-65	A0A143QM46	RHOFA	Rhodococcoides fascians (Rhodococcus fascians)	Mycobacteriales	65	32	32	64
A0A940Z0P2_9ACTN/2-83	A0A940Z0P2	9ACTN		None		32	50	82
A0A7W8ABR2_9ACTN/2-74	A0A7W8ABR2	9ACTN	Nonomuraea endophytica	Streptosporangiales	77	32	41	73
A0A4P7QJM9_9CORY/2-71	A0A4P7QJM9	9CORY	Corynebacterium endometrii	Mycobacteriales	72	32	38	70
A0A2U2ZJ33_9ACTN/2-79	A0A2U2ZJ33	9ACTN		None		32	46	78
A0A8T8HTG0_9PSEU/2-61	A0A8T8HTG0	9PSEU		None		32	28	60
W9ANI6_MYCCO/2-58	W9ANI6	MYCCO	Mycolicibacterium cosmeticum	Mycobacteriales	58	32	25	57
A0A931DM55_9ACTN/2-62	A0A931DM55	9ACTN	Actinomadura viridis	Streptosporangiales	68	32	29	61
A0A939LUE5_9CELL/2-64	A0A939LUE5	9CELL	Actinotalea soli	Micrococcales	67	32	31	63
A0A6H1A010_9ACTN/2-61	A0A6H1A010	9ACTN		None		32	28	60
A0A101UDR0_9ACTN/2-66	A0A101UDR0	9ACTN		None		32	33	65
A0A1X0D9E9_9MYCO/2-58	A0A1X0D9E9	9MYCO	Mycolicibacterium insubricum	Mycobacteriales	58	32	25	57
A0A852TQH1_9ACTN/2-69	A0A852TQH1	9ACTN	Spinactinospora alkalitolerans	Streptosporangiales	89	32	36	68
A0A3S3ZH75_9NOCA/2-66	A0A3S3ZH75	9NOCA	Rhodococcus xishaensis	Mycobacteriales	66	32	33	65
A0A944KUJ0_9ACTN/2-77	A0A944KUJ0	9ACTN		None		32	44	76
A0A846YTY2_9ACTN/2-63	A0A846YTY2	9ACTN	Actinomadura latina	Streptosporangiales	68	32	30	62
A0A543AYM2_9ACTN/2-70	A0A543AYM2	9ACTN	Stackebrandtia endophytica	Glycomycetales	108	32	37	69
A0A1F1E6S9_9CORY/4-67	A0A1F1E6S9	9CORY		None		32	32	64
A0A6N7GHG6_9ACTN/2-63	A0A6N7GHG6	9ACTN		None		32	30	62
A0A7W4Z3A8_9ACTN/2-61	A0A7W4Z3A8	9ACTN	Nocardioides soli	Propionibacteriales	62	32	28	60
A0A7I7YZK0_9MYCO/2-60	A0A7I7YZK0	9MYCO	Mycobacterium parmense	Mycobacteriales	60	32	27	59
A0A4V1EBP8_9MICO/2-63	A0A4V1EBP8	9MICO		None		32	30	62
A0A7G9S3S6_9MICO/2-65	A0A7G9S3S6	9MICO	Leucobacter denitrificans	Micrococcales	65	32	32	64
A0A5P9QE91_9MICO/2-66	A0A5P9QE91	9MICO	Luteimicrobium xylanilyticum	Micrococcales	66	32	33	65
A0A1M6KW23_9ACTN/2-64	A0A1M6KW23	9ACTN	Tessaracoccus bendigoensis DSM 12906	Propionibacteriales	69	32	31	63
A0A846XHI2_9NOCA/2-68	A0A846XHI2	9NOCA	Nocardia speluncae	Mycobacteriales	69	32	35	67
A0A5N5WAJ7_STRMB/2-83	A0A5N5WAJ7	STRMB	Streptomyces mobaraensis (Streptoverticillium mobaraense)	Kitasatosporales	84	32	50	82
A0A7W7I610_9ACTN/1-58	A0A7W7I610	9ACTN	Actinoplanes digitatis	Micromonosporales	60	21	37	58
A0A1X1YCW7_9MYCO/2-63	A0A1X1YCW7	9MYCO	Mycobacterium lacus	Mycobacteriales	63	32	30	62
A0A941IE25_9ACTN/2-81	A0A941IE25	9ACTN	Actinospica acidithermotolerans	Catenulisporales	81	31	49	80
A0A087C209_9BIFI/2-79	A0A087C209	9BIFI	Bifidobacterium mongoliense DSM 21395	Bifidobacteriales	119	32	46	78
A0A1Q5PYS5_9ACTO/2-60	A0A1Q5PYS5	9ACTO	Buchananella hordeovulneris	Actinomycetales	60	32	27	59
A0A062VMB5_9MICO/2-61	A0A062VMB5	9MICO		None		32	28	60
A0A076N2D3_AMYME/2-65	A0A076N2D3	AMYME	Amycolatopsis methanolica 239	Pseudonocardiales	65	32	32	64
A0A939T778_9ACTN/2-69	A0A939T778	9ACTN	Actinomadura barringtoniae	Streptosporangiales	74	32	36	68
A0A6M4PKW1_9ACTN/2-78	A0A6M4PKW1	9ACTN	Streptomyces argyrophylli	Kitasatosporales	82	32	45	77
A0A2S2BRC9_9NOCA/2-66	A0A2S2BRC9	9NOCA	Rhodococcus oxybenzonivorans	Mycobacteriales	66	32	33	65
A0A1V2Q2E7_9PSEU/2-61	A0A1V2Q2E7	9PSEU		None		32	28	60
A0A4U6QCN9_9ACTN/2-76	A0A4U6QCN9	9ACTN	Nakamurella flava	Nakamurellales	77	32	43	75
A0A1H1HQ11_9ACTN/2-55	A0A1H1HQ11	9ACTN	Thermostaphylospora chromogena	Streptosporangiales	55	32	22	54
A0A345HPX9_9ACTN/2-79	A0A345HPX9	9ACTN	Streptomyces paludis	Kitasatosporales	83	32	46	78
A0A7L5AFM9_9MICO/2-79	A0A7L5AFM9	9MICO	Marisediminicola antarctica	Micrococcales	81	32	46	78
A0A7W3PKH7_9MICO/2-60	A0A7W3PKH7	9MICO	Microbacterium halimionae	Micrococcales	60	32	27	59
A0A1H8YLM1_9PSEU/2-62	A0A1H8YLM1	9PSEU	Amycolatopsis saalfeldensis	Pseudonocardiales	62	32	29	61
A0A561ET76_9ACTN/2-79	A0A561ET76	9ACTN	Kitasatospora atroaurantiaca	Kitasatosporales	82	32	46	78
A0A2Y9ALX8_9MICO/2-61	A0A2Y9ALX8	9MICO	Georgenia satyanarayanai	Allobogoriellales	61	32	28	60
A0A0M2HFF6_9MICO/2-58	A0A0M2HFF6	9MICO	Microbacterium terrae	Micrococcales	58	32	25	57
A0A7W7RTV0_9ACTN/2-63	A0A7W7RTV0	9ACTN	Streptosporangium album	Streptosporangiales	77	32	30	62
A0A944LLT3_9MICC/2-73	A0A944LLT3	9MICC		None		32	40	72
A0A3D9LEH6_9MICC/2-68	A0A3D9LEH6	9MICC	Citricoccus muralis	Micrococcales	70	32	35	67
A0A191WIW4_9MICO/2-65	A0A191WIW4	9MICO	Agromyces aureus	Micrococcales	71	32	32	64
A0A0Q5AN99_9MICO/2-65	A0A0Q5AN99	9MICO		None		32	32	64
A0A927IZT9_9MICO/2-69	A0A927IZT9	9MICO	Cellulosimicrobium arenosum	Micrococcales	69	32	36	68
A0A5C5UFV2_9CORY/2-67	A0A5C5UFV2	9CORY	Corynebacterium canis	Mycobacteriales	67	32	34	66
A0A3M8LS79_9MICO/2-73	A0A3M8LS79	9MICO	Cryobacterium tepidiphilum	Micrococcales	75	32	40	72
A0A4R6KN51_9ACTN/2-62	A0A4R6KN51	9ACTN	Kribbella caucasensis	Propionibacteriales	62	32	29	61
A0A1H8DAT0_9ACTN/2-56	A0A1H8DAT0	9ACTN	Nonomuraea pusilla	Streptosporangiales	56	32	23	55
A0A1S2QJV5_9ACTN/2-83	A0A1S2QJV5	9ACTN	Streptomyces monashensis	Kitasatosporales	85	32	50	82
A0A7L4Y2N6_9ACTN/2-65	A0A7L4Y2N6	9ACTN		None		32	32	64
A0A1H0T1M3_9MICO/2-63	A0A1H0T1M3	9MICO	Pedococcus dokdonensis	Micrococcales	65	32	30	62
A0A160P291_STRLU/2-65	A0A160P291	STRLU	Streptomyces laurentii	Kitasatosporales	85	32	32	64
A0A7W0HVV9_9ACTN/2-71	A0A7W0HVV9	9ACTN	Nonomuraea soli	Streptosporangiales	75	32	38	70
A0A919V4M2_9ACTN/2-67	A0A919V4M2	9ACTN	Sphaerisporangium rufum	Streptosporangiales	71	32	34	66
A0A4Q9UZJ1_9ACTO/2-76	A0A4Q9UZJ1	9ACTO	Arcanobacterium bovis	Actinomycetales	78	32	43	75
A0A0T1W143_9MYCO/2-62	A0A0T1W143	9MYCO		None		32	29	61
A0A0L6CKL6_9MICO/2-63	A0A0L6CKL6	9MICO	Luteipulveratus halotolerans	Micrococcales	67	32	30	62
A0A2T0QAQ4_9ACTN/2-72	A0A2T0QAQ4	9ACTN	Allonocardiopsis opalescens	Streptosporangiales	83	32	39	71
A0A975SJE1_9MICO/2-99	A0A975SJE1	9MICO		None		32	66	98
A0A1M5M6R0_9ACTN/2-71	A0A1M5M6R0	9ACTN	Geodermatophilus nigrescens	Geodermatophilales	73	32	38	70
F8B3L1_9ACTN/2-64	F8B3L1	9ACTN	Candidatus Protofrankia datiscae	Frankiales	66	32	31	63
A0A3M8K9J8_9CORY/20-83	A0A3M8K9J8	9CORY	Corynebacterium alimapuense	Mycobacteriales	98	32	32	64
A0LWN2_ACIC1/2-67	A0LWN2	ACIC1	Acidothermus cellulolyticus (strain ATCC 43068 / DSM 8971 / 11B)	Acidothermales	81	32	34	66
A0A6L7EWE6_9ACTN/2-59	A0A6L7EWE6	9ACTN	Nocardioides flavescens	Propionibacteriales	62	32	26	58
A0A512DF07_9CELL/2-65	A0A512DF07	9CELL	Cellulomonas aerilata	Micrococcales	68	32	32	64
A0A1G9ZEY6_ALLAB/2-66	A0A1G9ZEY6	ALLAB	Allokutzneria albata (Kibdelosporangium albatum)	Pseudonocardiales	66	32	33	65
A0A209BR66_9ACTN/2-66	A0A209BR66	9ACTN		None		32	33	65
A0A3S4SPW4_MYCAU/2-61	A0A3S4SPW4	MYCAU	Mycolicibacterium aurum (Mycobacterium aurum)	Mycobacteriales	61	32	28	60
A0A6L5ENQ2_9PSEU/2-60	A0A6L5ENQ2	9PSEU		None		32	27	59
A0A939BYH2_9ACTN/2-78	A0A939BYH2	9ACTN	Nakamurella leprariae	Nakamurellales	81	32	45	77
A0A4Y3WTF6_9PSEU/2-62	A0A4Y3WTF6	9PSEU	Pseudonocardia hydrocarbonoxydans	Pseudonocardiales	63	32	29	61
D2NR44_ROTMD/2-68	D2NR44	ROTMD	Rothia mucilaginosa (strain DY-18) (Stomatococcus mucilaginosus)	Micrococcales	69	32	35	67
A0A5C5B8K9_9MICO/2-62	A0A5C5B8K9	9MICO	Miniimonas arenae	Micrococcales	64	32	29	61
A0A7K0D0X5_9NOCA/2-71	A0A7K0D0X5	9NOCA	Nocardia macrotermitis	Mycobacteriales	71	32	38	70
A0A7K1J442_9BIFI/2-86	A0A7K1J442	9BIFI	Bifidobacterium canis	Bifidobacteriales	125	32	53	85
A0A0M2LNN7_9MICO/2-61	A0A0M2LNN7	9MICO		None		32	28	60
A0A6G7Y816_9ACTN/2-76	A0A6G7Y816	9ACTN	Propioniciclava coleopterorum	Propionibacteriales	79	32	43	75
A0A177IGL8_9CORY/4-71	A0A177IGL8	9CORY	Corynebacterium stationis	Mycobacteriales	74	32	36	68
A0A0C2JJM0_9ACTN/2-65	A0A0C2JJM0	9ACTN	Streptomonospora alba	Streptosporangiales	86	32	32	64
A0A365ZAW8_9ACTN/2-66	A0A365ZAW8	9ACTN		None		32	33	65
A0A418USL5_9ACTO/2-67	A0A418USL5	9ACTO		None		32	34	66
A0A917LRI2_9MICC/2-72	A0A917LRI2	9MICC	Kocuria dechangensis	Micrococcales	74	32	39	71
A0A4V2EMJ7_9PSEU/2-61	A0A4V2EMJ7	9PSEU	Amycolatopsis suaedae	Pseudonocardiales	61	32	28	60
A0A5B1M6T8_9ACTN/2-60	A0A5B1M6T8	9ACTN	Nocardioides antri	Propionibacteriales	60	32	27	59
A0A0F0KLJ7_9MICO/2-62	A0A0F0KLJ7	9MICO	Microbacterium foliorum	Micrococcales	62	32	29	61
A0A4R8XU38_9MICO/2-79	A0A4R8XU38	9MICO	Cryobacterium cheniae	Micrococcales	84	32	46	78
A0A931GSQ9_9CORY/2-61	A0A931GSQ9	9CORY	Corynebacterium aquatimens	Mycobacteriales	64	32	28	60
A0A919T2T7_9ACTN/23-91	A0A919T2T7	9ACTN	Winogradskya consettensis	Micromonosporales	94	32	37	69
A0A927FJ37_9CELL/2-67	A0A927FJ37	9CELL		None		32	34	66
V5XH55_MYCNE/2-66	V5XH55	MYCNE	Mycolicibacterium neoaurum VKM Ac-1815D	Mycobacteriales	68	32	33	65
A0A0F0HFU1_9ACTN/2-67	A0A0F0HFU1	9ACTN		None		32	34	66
A0A7W3JUZ0_9MICO/2-79	A0A7W3JUZ0	9MICO	Alpinimonas psychrophila	Micrococcales	80	32	46	78
A0A5J6FB34_9ACTN/2-63	A0A5J6FB34	9ACTN	Streptomyces nitrosporeus	Kitasatosporales	69	33	29	62
A0A4Y3NDZ9_PAEAU/2-69	A0A4Y3NDZ9	PAEAU	Paenarthrobacter aurescens (Arthrobacter aurescens)	Micrococcales	74	32	36	68
A0A1I1PYU8_9ACTN/2-80	A0A1I1PYU8	9ACTN	Streptomyces aidingensis	Kitasatosporales	91	32	47	79
A0A2X0TZU7_9ACTO/2-66	A0A2X0TZU7	9ACTO	Schaalia odontolytica	Actinomycetales	93	32	33	65
A0A7K3DN00_9ACTN/2-83	A0A7K3DN00	9ACTN		None		32	50	82
A0A239BB06_9ACTN/2-66	A0A239BB06	9ACTN	Actinacidiphila glaucinigra	Kitasatosporales	87	32	33	65
A0A7W7WTF3_9PSEU/1-41	A0A7W7WTF3	9PSEU	Saccharothrix violaceirubra	Pseudonocardiales	41	21	20	41
A0A916WSK7_9MICO/2-61	A0A916WSK7	9MICO	Flexivirga endophytica	Micrococcales	65	32	28	60
A0A7K3LL33_9ACTN/2-60	A0A7K3LL33	9ACTN	Gordonia desulfuricans	Mycobacteriales	60	32	27	59
A0A1W7CXX5_9ACTN/2-66	A0A1W7CXX5	9ACTN	Streptomyces marincola	Kitasatosporales	86	32	33	65
A0A1I7MJS9_9MICC/2-67	A0A1I7MJS9	9MICC	Micrococcus terreus	Micrococcales	74	32	34	66
A0A5B8M6T4_9MICO/2-63	A0A5B8M6T4	9MICO	Humibacter ginsenosidimutans	Micrococcales	67	32	30	62
A0A3M2MEB8_9ACTN/2-53	A0A3M2MEB8	9ACTN	Actinomadura harenae	Streptosporangiales	54	32	20	52
A0A101AXW0_9MYCO/2-59	A0A101AXW0	9MYCO		None		32	26	58
A0A7X0G4J3_9ACTN/30-91	A0A7X0G4J3	9ACTN	Actinomadura coerulea	Streptosporangiales	96	32	30	62
A0A1D7VE73_9ACTN/2-81	A0A1D7VE73	9ACTN	Streptomyces lydicus	Kitasatosporales	82	32	48	80
A0A937RI06_9ACTN/2-75	A0A937RI06	9ACTN	Frankia nepalensis	Frankiales	76	32	42	74
A0A7J9UWS0_9MICO/2-64	A0A7J9UWS0	9MICO	Georgenia ruanii	Allobogoriellales	67	32	31	63
A0A5C8IAN6_9MICO/2-54	A0A5C8IAN6	9MICO	Microbacterium saccharophilum	Micrococcales	54	32	21	53
A0A931DU33_9ACTN/1-55	A0A931DU33	9ACTN	Actinomadura viridis	Streptosporangiales	61	23	32	55
Q2JGV2_FRACC/2-65	Q2JGV2	FRACC	Frankia casuarinae (strain DSM 45818 / CECT 9043 / HFP020203 / CcI3)	Frankiales	68	32	32	64
A0A2U1EDE4_9PSEU/2-61	A0A2U1EDE4	9PSEU	Actinomycetospora cinnamomea	Pseudonocardiales	62	32	28	60
I0GX59_ACTM4/2-69	I0GX59	ACTM4	Actinoplanes missouriensis (strain ATCC 14538 / DSM 43046 / CBS 188.64 / JCM 3121 / NBRC 102363 / NCIMB 12654 / NRRL B-3342 / UNCC 431)	Micromonosporales	71	32	36	68
A0A261F469_9BIFI/2-77	A0A261F469	9BIFI	Pseudoscardovia suis	Bifidobacteriales	123	32	44	76
A0A9P9Z8W8_9POAL/334-393	A0A9P9Z8W8	9POAL	Rhynchospora breviuscula	Poales	393	32	28	60
A0A926JZ14_9MICO/2-63	A0A926JZ14	9MICO		None		32	30	62
A0A1R3XYL1_MYCBO/2-60	A0A1R3XYL1	MYCBO	Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97)	Mycobacteriales	60	32	27	59
A0A1Q9TME7_9ACTN/2-74	A0A1Q9TME7	9ACTN		None		32	41	73
D7CEF5_STRBB/2-82	D7CEF5	STRBB	Streptomyces bingchenggensis (strain BCW-1)	Kitasatosporales	86	32	49	81
A0A5D0NZF4_9ACTN/2-64	A0A5D0NZF4	9ACTN	Actinomadura chibensis	Streptosporangiales	66	32	31	63
A0A917L3Y6_9ACTN/44-121	A0A917L3Y6	9ACTN	Streptomyces brasiliensis	Kitasatosporales	126	32	46	78
A0A132T694_9MYCO/2-61	A0A132T694	9MYCO		None		32	28	60
A0A494V1M1_9ACTN/2-79	A0A494V1M1	9ACTN	Streptomyces fungicidicus	Kitasatosporales	82	32	46	78
A0AA43P4Y6_9BIFI/2-86	A0AA43P4Y6	9BIFI		None		32	53	85
A0A2M8WSH9_9MICO/2-71	A0A2M8WSH9	9MICO	Luteimicrobium subarcticum	Micrococcales	72	32	38	70
A0A367H8J6_9ACTN/2-82	A0A367H8J6	9ACTN		None		32	49	81
C7R2J3_JONDD/2-64	C7R2J3	JONDD	Jonesia denitrificans (strain ATCC 14870 / DSM 20603 / BCRC 15368 / CIP 55.134 / JCM 11481 / NBRC 15587 / NCTC 10816 / Prevot 55134) (Listeria denitrificans)	Micrococcales	64	32	31	63
A0A3R8NZD8_9PSEU/2-61	A0A3R8NZD8	9PSEU	Saccharopolyspora rhizosphaerae	Pseudonocardiales	62	32	28	60
A0A7W7ZYG6_9ACTN/2-54	A0A7W7ZYG6	9ACTN	Nonomuraea endophytica	Streptosporangiales	55	32	21	53
A0A7H2BEP1_9MICC/2-69	A0A7H2BEP1	9MICC	Rothia terrae	Micrococcales	70	32	36	68
A0A5A7WTC9_9MYCO/2-57	A0A5A7WTC9	9MYCO		None		32	24	56
I1D7U1_9PSEU/2-62	I1D7U1	9PSEU	Saccharomonospora glauca K62	Pseudonocardiales	62	32	29	61
A0A5P9Q122_9PSEU/2-62	A0A5P9Q122	9PSEU		None		32	29	61
A0A840NS59_9PSEU/1-47	A0A840NS59	9PSEU	Saccharopolyspora gloriosae	Pseudonocardiales	47	21	26	47
A0A4P6FET8_9MICO/2-62	A0A4P6FET8	9MICO	Agromyces protaetiae	Micrococcales	66	32	29	61
A0A269YKR0_9MICC/2-67	A0A269YKR0	9MICC	Rothia dentocariosa	Micrococcales	68	32	34	66
A0A975K0A6_9MYCO/2-61	A0A975K0A6	9MYCO	Mycobacterium spongiae	Mycobacteriales	61	32	28	60
A0A285JTI7_9ACTN/2-68	A0A285JTI7	9ACTN	Paractinoplanes atraurantiacus	Micromonosporales	70	32	35	67
A0A4R5A4M3_9ACTN/2-68	A0A4R5A4M3	9ACTN	Jiangella aurantiaca	Jiangellales	72	32	35	67
A0A5C1Y881_9MICO/2-66	A0A5C1Y881	9MICO	Protaetiibacter larvae	Micrococcales	67	32	33	65
A0A511DG90_9PSEU/2-68	A0A511DG90	9PSEU	Pseudonocardia sulfidoxydans NBRC 16205	Pseudonocardiales	69	32	35	67
A0A2T0GSY3_ACTMO/2-58	A0A2T0GSY3	ACTMO	Actinopolyspora mortivallis	Actinopolysporales	59	32	25	57
A0A919DJP5_9ACTN/2-63	A0A919DJP5	9ACTN	Streptomyces longispororuber	Kitasatosporales	85	32	30	62
A0A1R1LJ67_9MICC/2-65	A0A1R1LJ67	9MICC	Tersicoccus phoenicis	Micrococcales	72	32	32	64
A0A7G1KH99_9NOCA/2-70	A0A7G1KH99	9NOCA	Nocardia wallacei	Mycobacteriales	71	32	37	69
A0A2L0N3P6_9ACTN/2-76	A0A2L0N3P6	9ACTN		None		32	43	75
A0A6H9WRY2_9MICO/2-84	A0A6H9WRY2	9MICO	Pseudoclavibacter endophyticus	Micrococcales	84	32	51	83
A0A9W5XK59_9ACTN/2-67	A0A9W5XK59	9ACTN	Micromonospora sediminimaris	Micromonosporales	70	32	34	66
A0AAF0LF38_9MICO/2-68	A0AAF0LF38	9MICO		None		32	35	67
A0A4Q3XKU0_9MICO/2-64	A0A4Q3XKU0	9MICO		None		32	31	63
A0A1W2EB44_9PSEU/2-62	A0A1W2EB44	9PSEU	Lentzea albidocapillata	Pseudonocardiales	62	32	29	61
A0A6G7Z657_9MICO/2-59	A0A6G7Z657	9MICO		None		32	26	58
A0A5C8JE99_9ACTN/2-56	A0A5C8JE99	9ACTN		None		32	23	55
A0A444QFS1_9MICO/2-63	A0A444QFS1	9MICO	Labedella populi	Micrococcales	64	32	30	62
A0A4Q9HVM3_STRKA/2-65	A0A4Q9HVM3	STRKA	Streptomyces kasugaensis	Kitasatosporales	82	32	32	64
A0A0X3S8H6_9ACTN/2-80	A0A0X3S8H6	9ACTN		None		32	47	79
A0AAE3YGH2_9MICC/1-55	A0AAE3YGH2	9MICC	Falsarthrobacter nasiphocae	Micrococcales	58	17	38	55
A0A919FNZ4_9MICO/85-149	A0A919FNZ4	9MICO	Promicromonospora soli	Micrococcales	153	32	33	65
